"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"2160",0.682,25.811,0.138,4.461,0.854,0.936,1347.998,73.08,87.645,0.689,0.988,0.077,2.119,0.663,741.776,0.295,1.474,1.062,1.614,1.711,1.106,0.283,0.104,3.361,5.485,1.114,0.274,0.218,0.218,0.056,841.24,7.556,34.462,33.776,14.441,23.765,31.043,16.082,38.846,0.884,0.704,0.928,0.419,8.916,3.996,61.456,0.459,0.259,3.084,4.918
"2161",0.614,10.815,0.217,3.701,0.919,1.397,1386.222,79.191,82.276,0.494,0.891,0.18,129.195,0.126,786.769,0.228,1.532,1.541,0.866,1.03,1.623,0.261,0.169,2.71,1.353,2.084,0.646,0.617,0.617,0.098,993.507,11.639,29.727,140.891,22.115,3.147,6.439,10.948,40.432,0.372,0.297,1.448,0.54,57.144,2.759,33.263,0.381,0.258,0.692,9.075
"2162",0.778,33.33,0.416,0.359,0.444,1.358,4304.016,90.028,87.943,0.329,0.038,0.388,126.125,0.022,802.013,0.234,0.883,1.067,1.658,1.744,0.952,0.344,0.199,2.833,3.128,2.621,0.568,0.426,0.426,0.02,988.364,26.899,22.062,41.581,29.714,13.294,44.194,49.956,63.604,0.465,0.696,1.09,0.817,42.862,1.87,12.584,1.182,0.659,7.084,8.998
"2163",0.716,29.13,0.139,2.293,0.211,0.822,3209.932,87.235,85.317,0.105,0.012,0.248,30.862,0.048,724.485,0.284,0.955,1.3,1.044,1.531,1.146,0.368,0.111,3.063,5.84,0.964,0.362,0.241,0.241,0.095,901.378,6.801,26.394,109.675,12.237,16.725,37.119,12.911,45.949,0.518,0.779,1.29,0.798,40.875,4.912,19.943,0.782,0.573,9.535,0.534
"2164",0.744,24.652,0.182,3.847,0.425,3.244,4720.367,80.639,85.832,0.384,0.307,0.337,90.108,0.914,535.721,0.155,0.902,1.306,1.31,1.306,1.219,0.377,0.051,2.795,1.774,2.755,0.296,0.602,0.602,0.045,957.797,9.521,8.202,48.697,29.029,0.494,34.774,7.028,14.656,0.087,0.24,1.154,0.952,28.625,0.688,78.27,1.171,0.86,5.159,7.098
"2165",0.797,33.726,0.065,3.658,0.672,3.846,3897.734,66.814,82.894,0.716,0.49,0.027,84.127,0.38,871.249,0.153,1.706,1.68,1.274,1.528,0.902,0.318,0.223,3.912,5.851,0.865,0.227,0.108,0.108,0.031,738.673,32.746,25.172,54.922,23.435,2.341,38.076,33.942,43.075,0.719,0.581,1.061,0.365,56.83,0.342,25.606,0.917,0.858,1.895,5.393
"2166",0.624,25.834,0.158,0.801,0.574,3.916,949.54,67.566,87.842,0.525,0.98,0.287,122.603,0.063,669.842,0.102,1.005,1.21,0.97,1.306,1.179,0.421,0.116,3.486,2.707,0.592,0.327,0.468,0.468,0.078,929.705,33.903,8.827,25.125,30.508,19.727,10.631,17.332,33.921,0.952,0.313,1.63,0.621,8.205,3.528,72.218,1.105,0.25,0.223,4.068
"2167",0.708,33.422,0.299,2.66,0.952,0.595,2419.914,86.89,83.669,0.635,0.181,0.183,61.038,0.754,853.13,0.123,1.171,1.737,1.207,1.496,1.637,0.406,0.205,3.309,3.432,0.643,0.162,0.427,0.427,0.024,670,7.632,11.161,26.753,12.048,5.425,43.998,11.472,21.416,0.671,0.769,1.441,0.355,54.992,2.562,17.708,1.208,0.134,5.366,5.556
"2168",0.703,34.388,0.168,2.253,0.34,2.615,3440.765,70.869,86.803,0.878,0.289,0.469,55.614,0.351,651.911,0.249,1.494,0.894,1.274,1.327,0.957,0.416,0.075,1.894,3.822,1.97,0.625,0.101,0.101,0.041,918.278,7.135,18.297,68.559,11.599,0.769,43.348,28.109,9.498,0.616,0.706,1.144,0.606,57.771,1.756,62.575,1.037,0.739,9.868,6.288
"2169",0.711,28.171,0.39,2.842,0.168,3.51,1197.162,88.702,82.727,0.188,0.019,0.026,57.335,0.537,603.032,0.272,1.516,1.056,1.2,1.602,1.198,0.333,0.173,1.542,2.197,2.188,0.679,0.292,0.292,0.077,845.311,15.718,23.581,130.582,24.687,1.8,5.621,29.918,53.799,0.596,0.641,1.309,0.446,50.548,0.111,6.477,1.056,0.546,12.334,9.428
"2170",0.712,19.932,0.086,3.767,0.355,0.959,3843.479,75.397,82.412,0.793,0.106,0.105,62.551,0.974,603.643,0.285,1.17,1.401,1.723,1.341,1.379,0.325,0.145,3.378,4.49,2.003,0.496,0.55,0.55,0.065,628.742,18.872,25.8,104.435,24.184,3.27,14.197,43.726,28.795,0.759,0.314,1.584,0.175,27.731,3.524,13.23,0.873,0.045,10.969,3.91
"2171",0.608,18.738,0.627,4.04,0.56,1.11,2559.825,82.735,85.232,0.469,0.281,0.47,19.742,0.858,781.942,0.255,0.878,1.486,1.26,1.606,1.375,0.258,0.207,2.675,5.656,0.545,0.527,0.337,0.337,0.072,768.271,13.075,12.243,127.175,5.452,7.797,40.839,14.583,75.744,0.433,0.167,0.956,0.456,22.546,3.169,55.233,0.58,0.242,3.572,8.082
"2172",0.781,21.12,0.263,0.27,0.147,2.561,3214.69,65.108,86.86,0.661,0.343,0.147,135.977,0.487,565.808,0.209,1.067,1.34,1.243,1.087,1.675,0.341,0.164,2.926,2.701,1.286,0.551,0.545,0.545,0.028,862.109,5.911,20.188,41.75,28.147,2.217,25.3,35.633,16.927,0.132,0.202,1.022,0.458,15.717,0.284,18.489,0.853,0.505,7.19,1.596
"2173",0.747,21.003,0.328,1.878,0.881,0.216,373.25,69.826,86.854,0.664,0.498,0.331,5.056,0.552,542.373,0.252,1.045,1.31,1.453,1.561,1.724,0.269,0.069,1.41,3.245,2.375,0.736,0.293,0.293,0.013,968.915,21.843,8.006,54.978,21.902,11.035,32.63,40.968,72.012,0.156,0.258,1.528,0.633,55.962,2.667,58.854,1.289,0.68,3.927,4.106
"2174",0.8,14.874,0.149,1.495,0.141,2.951,2664.676,64.441,86.385,0.204,0.029,0.372,93.363,0.407,859.69,0.226,1.756,1.731,1.153,1.531,0.913,0.264,0.187,1.903,5.643,2.761,0.277,0.584,0.584,0.07,889.018,27.713,20.492,55.003,25.729,4.475,17.639,10.989,23.049,0.446,0.683,1.584,0.013,31.371,1.81,72.582,0.008,0.225,10.867,0.094
"2175",0.762,17.087,0.308,3.811,0.118,1.904,1969.125,84.37,85.677,0.389,0.399,0.309,80.003,0.841,813.462,0.205,1.472,1.237,1.286,1.24,1.432,0.277,0.15,0.731,0.466,1.213,0.37,0.418,0.418,0.021,662.434,30.858,8.204,108.353,19.481,22.494,19.118,17.56,26.345,0.108,0.705,0.901,0.599,58.821,4.028,60.655,0.336,0.625,1.651,5.674
"2176",0.69,25.843,0.498,0.804,0.365,0.024,476.719,66.523,87.063,0.5,0.193,0.264,106.504,0.01,507.567,0.162,1.029,0.949,1.088,1.517,0.9,0.263,0.191,2.102,1.991,2.677,0.102,0.232,0.232,0.021,848.276,27.886,15.382,97.297,30.609,9.026,25.508,41.715,10.753,0.033,0.453,1.166,0.671,13.499,1.192,27.995,0.643,0.116,11.954,7.334
"2177",0.608,11.177,0.61,0.525,0.505,3.111,1738.204,78.743,87.349,0.45,0.93,0.293,85.35,0.377,866.358,0.196,1.149,1.445,1.358,1.415,1.426,0.407,0.211,1.486,5.796,1.671,0.201,0.572,0.572,0.07,630.144,6.616,24.45,80.756,26.652,18.462,27.52,49.25,33.662,0.801,0.369,1.537,0.555,22.34,1.376,24.828,0.266,0.354,14.85,9.66
"2178",0.769,15.924,0.397,3.894,0.159,2.542,3552.062,70.498,86.203,0.448,0.399,0.281,71.58,0.039,864.488,0.2,1.607,1.707,1.202,1.276,1.51,0.297,0.222,1.66,5.913,1.216,0.791,0.52,0.52,0.038,846.393,30.192,13.139,117.19,25.757,9.598,30.797,31.278,77.314,0.894,0.464,1.571,0.561,49.403,3.179,7.918,0.334,0.884,8.966,2.582
"2179",0.719,21.96,0.051,2.675,0.103,0.697,4449.062,68.369,87.427,0.545,0.362,0.311,136.092,0.125,733.395,0.16,1.63,1.156,1.211,1.576,1.513,0.308,0.177,1.683,1.007,2.085,0.178,0.37,0.37,0.032,665.584,31.033,17.115,27.415,5.024,23.384,28.308,49.738,7.263,0.799,0.441,1.021,0.502,59.587,4.832,74.632,0.046,0.792,2.913,9.874
"2180",0.651,23.693,0.164,3.278,0.338,3.967,4583.502,61.921,85.927,0.902,0.35,0.3,96.345,0.198,787.825,0.208,1.749,1.659,1.237,1.669,1.625,0.309,0.112,0.392,0.25,2.492,0.387,0.487,0.487,0.03,649.636,5.436,24.964,14.857,22.426,23.772,6.259,48.509,84.501,0.691,0.317,1.73,0.048,17.459,2.764,29.39,1.218,0.527,2.437,5.127
"2181",0.786,22.375,0.626,2.772,0.555,2.652,4853.226,70.776,84.064,0.159,0.424,0.08,74.822,0.505,887.986,0.193,1.388,1.4,0.896,0.959,1,0.351,0.165,1.918,5.471,0.627,0.316,0.599,0.599,0.1,800.829,30.537,22.487,26.009,16.828,9.912,37.665,17.81,40.448,0.889,0.799,1.403,0.392,21.673,2.46,50.143,0.562,0.677,8.097,6.852
"2182",0.692,19.258,0.421,4.541,0.717,1.419,1434.756,87.871,83.839,0.219,0.123,0.321,133.945,0.154,564.894,0.142,1.478,1.69,1.358,1.697,1.379,0.344,0.131,0.28,2.236,1.268,0.704,0.281,0.281,0.015,984.804,15.602,9.416,86.072,7.863,7.599,14.075,42.209,73.787,0.959,0.286,1.144,0.792,50.316,2.336,52.82,0.477,0.374,9.891,5.709
"2183",0.612,15.819,0.084,3.569,0.458,0.907,4967.05,62.444,82.333,0.229,0.016,0.127,19.407,0.32,801.258,0.193,1.101,1.319,1.524,1.293,1.266,0.405,0.074,3.599,1.262,0.833,0.501,0.467,0.467,0.079,722.06,27.444,11.967,35.347,6.284,4.58,38.927,37.341,28.675,0.811,0.797,1.074,0.436,55.348,4.002,66.074,0.083,0.085,10.533,7.221
"2184",0.653,29.077,0.31,1.202,0.455,3.242,4243.86,70.356,86.262,0.087,0.324,0.468,27.1,0.291,535.965,0.237,1.676,1.089,1.726,1.715,1.004,0.254,0.224,2.428,2.049,2.274,0.53,0.279,0.279,0.06,999.2,23.926,20.278,142.538,33.308,9.95,39.805,12.335,63.84,0.763,0.554,1.298,0.949,39.295,4.225,55.79,0.468,0.378,8.755,8.07
"2185",0.77,18.259,0.143,3.247,0.191,1.713,54.465,83.237,85.492,0.709,0.429,0.235,93.724,0.059,628.673,0.11,0.9,1.686,1.524,1.25,1.257,0.345,0.159,0.681,3.699,0.932,0.476,0.288,0.288,0.083,938.322,19.487,14.233,87.411,19.673,23.446,5.567,16.582,28.755,0.216,0.72,1.164,0.767,7.068,0.975,19.452,0.201,0.782,4.104,8.252
"2186",0.688,29.93,0.572,4.538,0.727,3.435,3142.07,73.139,83.329,0.076,0.843,0.099,120.362,0.284,588.492,0.262,1.506,1.222,1.583,1.125,1.403,0.406,0.145,2.493,4.618,1.275,0.944,0.357,0.357,0.072,610.605,6.949,7.549,64.665,28.861,17.116,44.939,44.632,78.042,0.599,0.522,0.931,0.981,57.444,0.436,70.739,1.096,0.738,8.705,2.095
"2187",0.723,33.96,0.324,4.806,0.608,2.358,1427.972,90.735,86.925,0.174,0.103,0.296,63.316,0.093,533.842,0.133,1.354,1.403,1.14,1.154,1.243,0.257,0.178,3.941,3.276,2.949,0.189,0.435,0.435,0.07,899.591,23.62,6.366,9.342,15.497,8.683,5.019,9.967,37.322,0.772,0.324,1.528,0.275,34.806,2.777,30.64,0.188,0.908,10.27,8.359
"2188",0.73,30.215,0.308,4.816,0.377,3.506,4124.551,61.859,82.366,0.324,0.672,0.1,92.44,0.941,588.213,0.214,1.666,1.009,1.747,0.919,1.261,0.409,0.129,1.205,1.76,2.354,0.43,0.177,0.177,0.041,705.904,9.444,5.485,31.36,16.586,11.36,34.041,4.858,11.643,0.437,0.733,1.748,0.142,2.669,2.488,21.97,1.436,0.425,5.655,2.466
"2189",0.789,20.325,0.326,1.294,0.502,1.873,537.021,86.337,84.268,0.045,0.705,0.099,101.277,0.427,656.532,0.283,1.473,1.615,1.069,1.013,1.528,0.256,0.145,2.18,1.328,2.39,0.672,0.18,0.18,0.07,749.026,25.854,24.103,143.806,26.963,11.452,11.171,34.254,81.356,0.351,0.195,1.266,0.506,53.518,3.267,48.377,1.119,0.131,5.797,9.147
"2190",0.709,33.784,0.509,1.482,0.857,0.356,3068.694,78.536,85.042,0.005,0.302,0.412,134.254,0.455,751.919,0.121,1.505,1.052,0.9,1.168,1.601,0.392,0.149,3.297,2.528,0.431,0.715,0.506,0.506,0.025,856.253,24.138,14.744,41.292,32.561,0.79,32.714,43.796,5.851,0.017,0.455,1.543,0.462,17.318,3.69,49.406,0.881,0.724,5.91,2.734
"2191",0.704,34.445,0.295,2.642,0.709,3.393,2102.331,89.209,86.656,0.431,0.788,0.336,84.902,0.98,894.528,0.16,1.138,1.127,1.38,1.75,1.359,0.403,0.237,1.35,0.407,2.899,0.685,0.511,0.511,0.086,843.368,15.662,16.92,146.904,14.463,17.132,15.322,31.77,62.649,0.896,0.304,1.758,0.047,54.559,0.093,65.37,0.386,0.379,10.699,2.218
"2192",0.72,22.127,0.11,0.518,0.731,2.408,4033.623,64.399,85.872,0.946,0.929,0.443,70.737,0.673,830.191,0.151,1.381,1.56,1.522,1.009,1.648,0.384,0.206,0.664,4.886,0.859,0.122,0.222,0.222,0.043,862.195,5.184,27.739,47.907,32.594,2.091,29.599,35.584,51.019,0.994,0.465,0.92,0.67,7.21,4.899,24.854,1.308,0.025,1.907,9.829
"2193",0.711,12.153,0.512,4.494,0.593,0.287,1823.476,66.388,82.874,0.132,0.066,0.44,87.124,0.165,675.555,0.284,0.899,1.022,0.86,1.54,1.709,0.291,0.212,2.377,2.738,1.58,0.391,0.199,0.199,0.046,678.089,7.128,25.382,14.032,33.746,15.395,5.233,31.862,54.102,0.635,0.757,1.756,0.623,40.086,0.153,30.29,0.014,0.917,13.296,0.314
"2194",0.639,34.026,0.122,1.035,0.854,0.576,4302.341,78.549,87.74,0.218,0.327,0.321,132.361,0.654,665.091,0.286,1.059,1.031,1.322,1.756,1.43,0.269,0.198,2.83,2.614,0.351,0.136,0.235,0.235,0.083,706.531,16.946,32.793,18.811,9.838,5.863,13.207,22.943,26.059,0.051,0.746,1.633,0.888,43.186,4.94,52.857,0.833,0.686,8.482,3.567
"2195",0.758,27.467,0.411,4.574,0.251,0.623,1735.476,77.256,83.855,0.197,0.971,0.099,59.625,0.176,898.732,0.201,1.028,1.656,1.567,1.42,1.158,0.257,0.063,2.266,4.681,1.971,0.643,0.489,0.489,0.068,661.584,14.978,19.71,57.716,13.379,4.948,32.619,31.499,81.936,0.718,0.597,1.067,0.331,1.344,2.819,75.11,0.613,0.112,12.149,5.713
"2196",0.737,23.943,0.1,0.864,0.167,1.304,773.604,80.49,86.54,1,0.936,0.164,123.711,0.953,618.967,0.29,1.638,0.876,1.121,1.049,1.025,0.384,0.097,3.753,2.991,1.915,0.342,0.388,0.388,0.082,704.113,14.754,28.33,98.855,7.406,20.483,42.496,48.965,73.074,0.781,0.284,1.135,0.552,21.175,1.942,37.24,0.103,0.484,6.501,0.204
"2197",0.725,10.717,0.612,1.498,0.539,0.909,3951.283,89.822,84.477,0.401,0.009,0.236,113.079,0.266,614.16,0.276,1.599,1.543,0.897,0.951,1.754,0.344,0.226,1.613,3.126,1.111,0.631,0.214,0.214,0.062,860.346,7.728,33.549,19.602,5.056,5.692,44.342,49.557,9.22,0.596,0.166,1.102,0.984,47.653,1.893,48.944,1.232,0.441,14.903,9.558
"2198",0.648,22.514,0.36,2.626,0.682,1.037,3344.084,68.204,84.388,0.514,0.754,0.307,21.74,0.238,501.292,0.261,0.96,1.569,1.459,1.469,0.922,0.333,0.233,0.415,4.896,2.816,0.527,0.128,0.128,0.098,959.11,12.772,9.111,128.194,7.057,21.028,41.322,39.264,47.278,0.563,0.306,1.033,0.383,23.8,0.441,23.599,0.719,0.052,11.628,0.761
"2199",0.757,28.143,0.493,4.958,0.985,3.797,58.249,82.605,82.787,0.577,0.677,0.337,86.838,0.975,502.736,0.292,1.184,1.388,1.478,1.294,1.635,0.407,0.178,2.27,3.228,0.178,0.174,0.503,0.503,0.052,982.062,17.834,34.602,116.935,7.03,6.936,7.864,39.77,81.58,0.652,0.417,1.633,0.036,27.312,2.967,41.042,0.85,0.11,0.521,8.414
"2200",0.601,29.093,0.294,1.182,0.33,0.438,1341.047,84.538,82.584,0.833,0.316,0.405,126.979,0.421,508.978,0.231,1.439,1.298,1.527,1.55,1.166,0.377,0.208,0.309,1.47,0.244,0.589,0.595,0.595,0.032,854.251,19.123,20.214,77.185,13.075,6.872,12.161,39.362,84.341,0.935,0.491,1.614,0.19,6.19,0.786,64.732,0.564,0.15,0.904,7.009
"2201",0.66,12.968,0.45,3.893,0.339,0.953,123.306,86.412,85.171,0.696,0.265,0.262,124.639,0.579,625.392,0.188,1.035,0.925,1.706,0.94,1.301,0.361,0.11,3.155,3.352,2.085,0.77,0.255,0.255,0.073,941.006,28.934,16.741,131.301,5.762,15.962,31.054,34.524,3.342,0.031,0.298,1.496,0.824,54.599,0.701,50.729,0.17,0.387,13.666,2.747
"2202",0.759,14.897,0.07,0.908,0.774,3.075,2119.955,81.676,87.635,0.946,0.481,0.405,55.001,0.244,579.283,0.171,1.138,1.499,1.02,1.278,1.086,0.427,0.231,3.494,1.271,1.367,0.564,0.141,0.141,0.092,809.867,17.637,32.615,149.671,24.956,7.875,38.994,28.678,26.854,0.412,0.569,1.376,0.117,15.615,1.357,62.011,0.817,0.198,1.977,1.901
"2203",0.617,31.145,0.375,3.881,0.88,1.412,2865.955,78.158,82.835,0.855,0.747,0.247,44.445,0.204,812.919,0.235,1.296,1.302,1.438,1.279,1.397,0.339,0.075,0.719,0.436,2.231,0.503,0.525,0.525,0.017,931.886,31.607,17.828,29.373,8.442,17.474,39.302,14.638,80.553,0.27,0.577,1.348,0.401,24.464,2.522,41.896,0.124,0.371,9.144,9.448
"2204",0.73,19.36,0.541,2.184,0.79,3.256,4350.852,80.954,85.196,0.41,0.662,0.43,17.225,0.352,580.726,0.24,1.376,1.523,1.426,1.216,1.271,0.364,0.098,0.799,3.959,0.857,0.603,0.529,0.529,0.072,979.997,29.483,13.307,92.543,10.515,14.176,34.155,38.258,43.815,0.234,0.576,0.878,0.607,1.718,0.352,37.311,0.339,0.303,13.753,5.366
"2205",0.656,22.68,0.539,2.089,0.806,1.307,4949.1,69.697,83.068,0.62,0.215,0.21,28.092,0.67,801.55,0.193,1.068,1.453,1.512,1.538,0.913,0.34,0.113,0.539,4.821,2.725,0.129,0.385,0.385,0.027,604.934,21.864,19.658,38.564,24.441,1.315,40.173,15.855,78.075,0.305,0.653,1.49,0.265,16.003,0.114,73.21,1.406,0.791,3.273,2.607
"2206",0.637,21.338,0.305,1.49,0.436,3.632,3205.675,72.31,84.226,0.311,0.048,0.375,102.502,0.513,776.256,0.255,1.565,1.2,1.443,1.742,1.679,0.388,0.182,1.102,1.338,0.534,0.71,0.123,0.123,0.081,680.993,28.64,21.945,36.421,18.068,12.989,15.358,37.547,20.181,0.379,0.618,1.576,0.168,54.38,3.313,18.75,0.789,0.542,5.121,1.795
"2207",0.647,30.989,0.146,1.768,0.463,1.931,374.782,62.52,82.07,0.12,0.191,0.31,95.773,0.685,867.835,0.286,1.26,1.082,1.043,1.488,1.156,0.32,0.051,1.579,4.168,2.342,0.319,0.287,0.287,0.041,627.127,34.107,26.986,114.085,21.203,12.451,14.732,26.105,51.875,0.03,0.653,1.503,0.91,55.417,3.987,10.041,1.347,0.984,12.124,1.906
"2208",0.683,33.913,0.438,0.811,0.382,0.266,4637.232,63.53,83.831,0.158,0.542,0.367,91.531,0.033,626.642,0.145,1.061,1.303,1.463,0.882,0.863,0.322,0.166,1.914,3.732,0.908,0.103,0.338,0.338,0.076,813.425,32.555,28.542,21.944,8.081,23.18,7.026,23.948,52.588,0.663,0.767,1.229,0.237,56.604,1.825,14.075,0.048,0.518,0.864,0.306
"2209",0.761,13.095,0.206,4.095,0.219,0.658,2291.039,75.287,86.108,0.063,0.383,0.016,16.953,0.159,649.582,0.222,1.095,0.916,0.881,1.318,1.035,0.26,0.188,2.394,3.389,0.638,0.613,0.218,0.218,0.044,726.794,8.509,28.307,21.614,30.355,15.132,44.246,33.632,57.399,0.695,0.659,1.056,0.607,12.396,3.546,69.661,0.867,0.855,13.562,8.178
"2210",0.76,29.153,0.051,4.906,0.68,2.884,156.286,80.383,87.945,0.098,0.303,0.389,15.286,0.505,548.289,0.184,0.946,1.293,1.713,1.006,1.499,0.337,0.172,1.476,5.603,1.543,0.677,0.403,0.403,0.029,771.12,34.446,22.673,117.539,20.006,22.688,34.791,23.479,53.934,0.033,0.63,1.373,0.79,35.844,4.604,68.484,0.125,0.978,12.805,6.333
"2211",0.636,12.29,0.334,2.791,0.959,4.837,3465.888,63.614,85.19,0.555,0.307,0.109,14.491,0.974,763.104,0.149,1.029,1.544,1.59,1.189,1.602,0.394,0.132,3.991,3.753,0.16,0.141,0.334,0.334,0.093,689.42,33.895,16.241,91.593,25.39,2.659,37.919,30.836,22.531,0.42,0.411,0.956,0.458,26.454,2.316,78.647,0.751,0.311,0.247,9.124
"2212",0.712,27.016,0.249,4.404,0.709,0.114,253.06,64.519,87.609,0.13,0.018,0.033,39.867,0.781,733.933,0.26,0.941,1.312,1.06,1.741,1.482,0.291,0.085,0.363,4.69,0.632,0.855,0.324,0.324,0.056,938.1,33.256,11.594,61.978,19.079,24.028,21.679,46.813,30.613,0.701,0.491,1.171,0.612,24.563,2.587,14.316,0.115,0.974,12.797,2.607
"2213",0.734,22.322,0.256,3.98,0.799,2.907,4884.376,86.939,85.757,0.695,0.948,0.442,95.249,0.099,808.541,0.19,1.368,1.55,1.156,1.62,0.914,0.28,0.08,3.352,3.531,1.216,0.775,0.495,0.495,0.094,777.312,27.322,22.69,62.914,24.756,22.164,7.935,45.593,76.899,0.582,0.242,1.261,0.769,48.123,0.367,68.776,0.259,0.714,2.257,8.772
"2214",0.647,14.492,0.152,1.883,0.339,4.533,907.986,89.362,86.348,0.589,0.782,0.386,6.847,0.888,511.498,0.172,1.708,1.322,0.955,1.172,1.198,0.404,0.214,1.468,0.597,1.711,0.865,0.53,0.53,0.044,645.902,30.939,24.473,11.84,24.389,6.698,39.424,23.17,39.912,0.808,0.636,1.718,0.776,43.786,3.939,24.537,0.651,0.786,14.347,1.165
"2215",0.719,17.107,0.479,3.958,0.613,4.342,2211.467,71.629,87.142,0.396,0.216,0.036,106.667,0.544,842.62,0.261,1.49,1.535,1.514,1.223,1.057,0.292,0.122,1.761,2.421,0.283,0.659,0.581,0.581,0.089,633.749,11.073,10.883,72.233,5.123,6.24,7.269,35.081,60.803,0.859,0.418,1.315,0.184,30.286,2.612,0.947,0.275,0.723,7.599,6.744
"2216",0.725,19.616,0.411,1.036,0.182,1.147,760.406,70.697,87.483,0.425,0.796,0.206,25.897,0.15,502.064,0.162,1.43,1.182,1.242,1.721,0.903,0.288,0.111,1.012,2.97,2.549,0.14,0.61,0.61,0.097,975.578,24.39,22.401,36.99,17.429,5.512,35.633,32.478,40.865,0.08,0.611,1.693,0.871,5.113,0.207,36.487,0.403,0.206,3.623,0.517
"2217",0.619,28.113,0.417,3.135,0.397,1.999,2232.969,89.503,87.158,0.823,0.509,0.299,15.146,0.796,782.551,0.117,0.935,1.087,1.223,1.359,1.749,0.363,0.061,0.577,3.576,1.095,0.167,0.405,0.405,0.06,878.298,20.744,29.329,112.179,16.539,23.6,31.891,16.824,15.786,0.215,0.469,1.12,0.145,52.358,2.763,56.314,0.89,0.494,11.674,9.331
"2218",0.732,15.713,0.204,4.497,0.393,4.562,3231.741,62.072,83.637,0.609,0.732,0.108,119.026,0.827,680.35,0.262,1.203,0.993,0.867,1.136,1.219,0.274,0.219,0.935,5.272,1.698,0.867,0.239,0.239,0.064,643.587,21.224,13.534,22.079,21.22,10.544,7.804,44.406,68.825,0.227,0.525,0.991,0.248,18.423,2.178,30.87,0.067,0.418,4.364,9.267
"2219",0.673,32.704,0.429,4.833,0.664,0.276,849.67,64.689,85.286,0.947,0.712,0.185,108.554,0.833,582.177,0.174,1.019,1.41,1.085,1.007,1.455,0.362,0.062,3.383,4.067,1.199,0.688,0.483,0.483,0.016,915.499,18.83,23.719,38.725,23.136,0.3,11.383,41.748,76.688,0.586,0.212,0.875,0.971,9.388,3.53,66.59,1.202,0.872,1.337,9.607
"2220",0.79,21.497,0.217,4.371,0.685,1.483,3626.219,87.29,87.873,0.649,0.589,0.111,15.167,0.403,791.378,0.197,1.195,0.897,1.279,1.586,1.187,0.321,0.073,1.867,4.535,1.008,0.843,0.178,0.178,0.058,852.581,28.337,17.497,17.182,23.65,16.983,13.776,25.456,60.427,0.172,0.526,1.559,0.867,39.317,3.241,45.117,0.49,0.406,7.095,4.441
"2221",0.744,23.76,0.194,3.709,0.654,4.843,1209.847,73.037,83.27,0.372,0.685,0.415,64.923,0.778,661.067,0.228,1.749,0.925,1.489,1.155,1.081,0.357,0.099,0.048,1.03,1.066,0.438,0.543,0.543,0.022,899.789,8.28,21.311,128.897,10.566,20.05,30.789,30.311,25.536,0.045,0.758,1.698,0.491,37.834,2.575,39.158,1.114,0.289,0.623,7.242
"2222",0.624,20.11,0.154,2.246,0.319,0.571,3640.661,76.529,83.037,0.898,0.382,0.088,103.517,0.337,798.524,0.207,1.486,0.967,1.671,1.366,1.655,0.263,0.087,0.77,0.11,0.582,0.73,0.463,0.463,0.039,608.527,19.864,24.25,32.404,25.989,6.174,5.121,13.465,1.968,0.56,0.717,1.059,0.886,0.868,0.069,46.649,1.482,0.713,13.874,8.451
"2223",0.609,26.291,0.245,3.789,0.144,0.005,1159.459,85.46,87.24,0.723,0.783,0.342,70.093,0.332,508.146,0.239,1.577,1.475,1.694,1.141,1.443,0.393,0.171,2.552,0.695,0.226,0.742,0.15,0.15,0.087,908.031,25.235,26.883,133.438,18.579,14.429,44.578,38.936,6.244,0.893,0.477,1.607,0.72,44.289,1.687,75.052,0.647,0.852,13.958,1.694
"2224",0.734,21.044,0.265,2.13,0.349,0.044,1443.676,79.304,85.349,0.205,0.768,0.252,51.069,0.888,746.108,0.135,1.084,1.46,0.878,1.043,1.149,0.271,0.051,2.185,1.314,0.101,0.889,0.175,0.175,0.042,709.78,22.722,34.686,142.942,16.186,0.708,25.35,25.96,49.656,0.175,0.421,0.916,0.764,50.132,2.424,74.797,0.377,0.373,13.749,9.163
"2225",0.692,29.942,0.161,0.785,0.4,3.41,2550.732,81.676,82.186,0.57,0.861,0.279,134.79,0.786,765.655,0.108,1.625,1.363,1.431,1.565,1.568,0.316,0.223,1.755,5.287,2.175,0.308,0.276,0.276,0.079,780.244,5.732,31.27,10.122,21.982,22.664,7.575,38.426,60.241,0.984,0.543,1.46,0.366,9.914,0.156,17.768,0.108,0.958,5.814,5.525
"2226",0.607,23.457,0.388,1.153,0.384,0.359,3975.249,88.708,82.134,0.206,0.97,0.21,110.557,0.356,888.218,0.266,1.626,0.923,1.436,1.68,1.389,0.386,0.079,1.953,4.36,0.927,0.469,0.214,0.214,0.033,876.715,17.222,33.344,20.753,7.276,10.95,29.682,20.522,35.82,0.399,0.643,0.971,0.594,43.315,2.703,27.603,0.601,0.803,13.026,0.996
